Genes	GO_term	GO_id	TAIR_id	category	GO_slim
AT2G46240	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46260	protein binding	GO:0005515	3877.0	func	protein binding | protein binding
AT2G46270	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46280	protein binding	GO:0005515	3877.0	func	protein binding | protein binding
AT2G46290	translation initiation factor activity	GO:0003743	4485.0	func	translation factor activity, RNA binding
AT2G46300	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46310	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46320	ATP transmembrane transporter activity	GO:0005347	899.0	func	transporter activity
AT2G46340	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46360	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46370	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46375	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46390	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46400	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT2G46410	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46430	ion channel activity	GO:0005216	2912.0	func	transporter activity
AT2G46440	cation channel activity	GO:0005261	1866.0	func	transporter activity
AT2G46450	cation channel activity	GO:0005261	1866.0	func	transporter activity
AT2G46455	membrane insertase activity	GO:0032977	26657.0	func	other molecular functions
AT2G46460	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT2G46470	membrane insertase activity	GO:0032977	26657.0	func	other molecular functions
AT2G46480	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT2G46490	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46493	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT2G46494	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT2G46495	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT2G46500	1-phosphatidylinositol 4-kinase activity	GO:0004430	746.0	func	kinase activity | transferase activity
AT2G46505	succinate dehydrogenase (ubiquinone) activity	GO:0008177	4278.0	func	catalytic activity
AT2G46510	protein dimerization activity	GO:0046983	15253.0	func	protein binding
AT2G46520	nuclear export signal receptor activity	GO:0005049	3373.0	func	transporter activity
AT2G46530	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT2G46535	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46540	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46550	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46567	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46570	hydroquinone:oxygen oxidoreductase activity	GO:0052716	38872.0	func	catalytic activity
AT2G46580	FMN binding	GO:0010181	17729.0	func	other binding | nucleotide binding
AT2G46590	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT2G46600	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46610	RNA binding	GO:0003723	1217.0	func	RNA binding
AT2G46640	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46650	heme binding	GO:0020037	9668.0	func	other binding
AT2G46660	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	3495.0	func	catalytic activity
AT2G46670	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46680	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT2G46690	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46700	protein serine/threonine kinase activity	GO:0004674	3907.0	func	catalytic activity | kinase activity | transferase activity
AT2G46710	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46720	3-oxo-lignoceronyl-CoA synthase activity	GO:0102338	51891.0	func	transferase activity
AT2G46735	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46740	L-gulonolactone oxidase activity	GO:0050105	16621.0	func	catalytic activity
AT2G46750	D-arabinono-1,4-lactone oxidase activity	GO:0003885	950.0	func	catalytic activity
AT2G46760	L-gulonolactone oxidase activity	GO:0050105	16621.0	func	catalytic activity
AT2G46770	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46780	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT2G46790	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46800	zinc ion transmembrane transporter activity	GO:0005385	4663.0	func	transporter activity
AT2G46810	protein binding	GO:0005515	3877.0	func	protein binding | protein binding
AT2G46820	DNA binding	GO:0003677	961.0	func	DNA binding
AT2G46830	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46840	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46850	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT2G46860	inorganic diphosphatase activity	GO:0004427	2813.0	func	hydrolase activity
AT2G46870	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46880	hydrolase activity, acting on ester bonds	GO:0016788	2777.0	func	hydrolase activity
AT2G46890	oxidoreductase activity, acting on the CH-CH group of donors	GO:0016627	3526.0	func	catalytic activity
AT2G46900	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46915	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46920	magnesium-dependent protein serine/threonine phosphatase activity	GO:0004724	3105.0	func	hydrolase activity | catalytic activity
AT2G46930	carboxylic ester hydrolase activity	GO:0052689	37985.0	func	hydrolase activity
AT2G46940	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G46950	heme binding	GO:0020037	9668.0	func	other binding
AT2G46960	monooxygenase activity	GO:0004497	3243.0	func	catalytic activity
AT2G46970	protein dimerization activity	GO:0046983	15253.0	func	protein binding
AT2G46980	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46990	protein binding	GO:0005515	3877.0	func	protein binding
AT2G46995	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47000	ATPase activity	GO:0016887	907.0	func	hydrolase activity
AT2G47020	translation release factor activity, codon specific	GO:0016149	4488.0	func	translation factor activity, RNA binding
AT2G47030	pectinesterase inhibitor activity	GO:0046910	14197.0	func	enzyme regulator activity
AT2G47040	pectinesterase activity	GO:0030599	10939.0	func	hydrolase activity
AT2G47050	pectinesterase inhibitor activity	GO:0046910	14197.0	func	enzyme regulator activity
AT2G47060	ATP binding	GO:0005524	894.0	func	nucleotide binding | other binding
AT2G47070	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT2G47110	protein tag	GO:0031386	20954.0	func	other molecular functions
AT2G47115	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47160	active borate transmembrane transporter activity	GO:0046715	13672.0	func	transporter activity
AT2G47170	phospholipase activator activity	GO:0016004	3708.0	func	enzyme regulator activity
AT2G47180	inositol 3-alpha-galactosyltransferase activity	GO:0047216	15816.0	func	transferase activity
AT2G47190	calmodulin binding	GO:0005516	1783.0	func	protein binding
AT2G47200	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47210	DNA binding	GO:0003677	961.0	func	DNA binding
AT2G47220	protein homodimerization activity	GO:0042803	15211.0	func	protein binding
AT2G47240	decanoate-CoA ligase activity	GO:0102391	51976.0	func	catalytic activity
AT2G47250	RNA binding	GO:0003723	1217.0	func	RNA binding
AT2G47260	transcription regulatory region sequence-specific DNA binding	GO:0000976	35767.0	func	nucleic acid binding | DNA binding
AT2G47270	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT2G47280	carboxylic ester hydrolase activity	GO:0052689	37985.0	func	hydrolase activity
AT2G47300	ribonuclease P activity	GO:0004526	4053.0	func	catalytic activity | nuclease activity
AT2G47310	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT2G47320	peptidyl-prolyl cis-trans isomerase activity	GO:0003755	3623.0	func	catalytic activity
AT2G47330	RNA helicase activity	GO:0003724	1221.0	func	catalytic activity | hydrolase activity
AT2G47340	pectinesterase activity	GO:0030599	10939.0	func	hydrolase activity
AT2G47360	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47370	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47390	serine-type endopeptidase activity	GO:0004252	4112.0	func	catalytic activity | hydrolase activity
AT2G47400	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT2G47420	rRNA (adenine-N6,N6-)-dimethyltransferase activity	GO:0000179	3993.0	func	transferase activity | catalytic activity
AT2G47430	protein histidine kinase activity	GO:0004673	3885.0	func	kinase activity | transferase activity | catalytic activity
AT2G47450	protein binding	GO:0005515	3877.0	func	protein binding
AT2G47460	protein binding	GO:0005515	3877.0	func	protein binding
AT2G47470	protein disulfide isomerase activity	GO:0003756	3881.0	func	catalytic activity
AT2G47480	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47490	ATP transmembrane transporter activity	GO:0005347	899.0	func	transporter activity
AT2G47500	microtubule binding	GO:0008017	3214.0	func	protein binding
AT2G47510	fumarate hydratase activity	GO:0004333	2403.0	func	catalytic activity
AT2G47520	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT2G47530	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47540	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47550	pectinesterase inhibitor activity	GO:0046910	14197.0	func	enzyme regulator activity
AT2G47560	ubiquitin protein ligase binding	GO:0031625	21916.0	func	protein binding
AT2G47570	RNA binding	GO:0003723	1217.0	func	RNA binding
AT2G47580	U1 snRNA binding	GO:0030619	11438.0	func	RNA binding
AT2G47590	DNA photolyase activity	GO:0003913	972.0	func	catalytic activity
AT2G47600	calcium:sodium antiporter activity	GO:0005432	1782.0	func	transporter activity
AT2G47610	RNA binding	GO:0003723	1217.0	func	RNA binding
AT2G47630	lipase activity	GO:0016298	3019.0	func	hydrolase activity
AT2G47640	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47650	UDP-glucuronate decarboxylase activity	GO:0048040	14506.0	func	catalytic activity
AT2G47670	enzyme inhibitor activity	GO:0004857	2267.0	func	enzyme regulator activity
AT2G47680	DNA helicase activity	GO:0003678	966.0	func	catalytic activity | hydrolase activity
AT2G47690	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47700	protein binding	GO:0005515	3877.0	func	protein binding
AT2G47730	glutathione transferase activity	GO:0004364	2545.0	func	transferase activity
AT2G47750	acid-amino acid ligase activity	GO:0016881	1344.0	func	catalytic activity
AT2G47760	dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity	GO:0052917	40147.0	func	transferase activity
AT2G47770	heme binding	GO:0020037	9668.0	func	other binding
AT2G47780	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47800	ATPase-coupled transmembrane transporter activity	GO:0042626	14104.0	func	transporter activity
AT2G47810	protein heterodimerization activity	GO:0046982	15254.0	func	protein binding
AT2G47820	transcription corepressor activity	GO:0003714	4447.0	func	transcription regulator activity
AT2G47830	cation transmembrane transporter activity	GO:0008324	1868.0	func	transporter activity
AT2G47850	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT2G47870	electron transfer activity	GO:0009055	2223.0	func	catalytic activity
AT2G47880	protein disulfide oxidoreductase activity	GO:0015035	3882.0	func	catalytic activity
AT2G47890	transcription regulatory region sequence-specific DNA binding	GO:0000976	35767.0	func	nucleic acid binding | DNA binding
AT2G47900	protein binding	GO:0005515	3877.0	func	protein binding
AT2G47910	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47920	actin binding	GO:0003779	1353.0	func	protein binding
AT2G47930	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47940	serine-type endopeptidase activity	GO:0004252	4112.0	func	catalytic activity | hydrolase activity
AT2G47950	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47960	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G47970	ubiquitin protein ligase binding	GO:0031625	21916.0	func	protein binding
AT2G47980	protein binding	GO:0005515	3877.0	func	protein binding
AT2G47990	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT2G48000	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G48010	kinase activity	GO:0016301	2953.0	func	kinase activity
AT2G48020	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT2G48070	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G48075	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G48090	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT2G48100	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT2G48120	rRNA binding	GO:0019843	9774.0	func	RNA binding
AT2G48130	lipid transporter activity	GO:0005319	3021.0	func	transporter activity
AT2G48150	peroxidase activity	GO:0004601	3626.0	func	catalytic activity
AT2G48160	double-stranded DNA binding	GO:0003690	2198.0	func	DNA binding
AT3G01010	NAD binding	GO:0051287	19857.0	func	nucleotide binding
AT3G01015	microtubule binding	GO:0008017	3214.0	func	protein binding
AT3G01020	structural molecule activity	GO:0005198	4259.0	func	structural molecule activity
AT3G01030	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT3G01040	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT3G01050	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01070	electron transfer activity	GO:0009055	2223.0	func	catalytic activity
AT3G01080	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT3G01085	protein kinase activity	GO:0004672	3889.0	func	kinase activity | transferase activity | catalytic activity
AT3G01090	protein binding	GO:0005515	3877.0	func	protein binding
AT3G01100	calcium activated cation channel activity	GO:0005227	1754.0	func	transporter activity
AT3G01120	cystathionine gamma-synthase activity	GO:0003962	1181.0	func	transferase activity
AT3G01130	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01140	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT3G01150	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT3G01160	RNA binding	GO:0003723	1217.0	func	RNA binding
AT3G01180	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT3G01185	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01190	heme binding	GO:0020037	9668.0	func	other binding
AT3G01200	protein kinase activity	GO:0004672	3889.0	func	kinase activity | transferase activity | catalytic activity
AT3G01210	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT3G01220	sequence-specific DNA binding	GO:0043565	22416.0	func	DNA binding
AT3G01230	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01240	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01250	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01260	aldose 1-epimerase activity	GO:0004034	1434.0	func	catalytic activity
AT3G01270	pectate lyase activity	GO:0030570	10952.0	func	catalytic activity
AT3G01280	voltage-gated anion channel activity	GO:0008308	4636.0	func	transporter activity
AT3G01310	inositol hexakisphosphate kinase activity	GO:0000828	29052.0	func	transferase activity | kinase activity
AT3G01311	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01320	histone deacetylase activity	GO:0004407	2724.0	func	catalytic activity | hydrolase activity
AT3G01322	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01323	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01325	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01326	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01328	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01330	DNA binding	GO:0003677	961.0	func	DNA binding
AT3G01331	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01340	structural molecule activity	GO:0005198	4259.0	func	structural molecule activity
AT3G01350	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT3G01360	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01370	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT3G01380	mannose-ethanolamine phosphotransferase activity	GO:0051377	21284.0	func	transferase activity
AT3G01390	proton-exporting ATPase activity, phosphorylative mechanism	GO:0008553	2744.0	func	transporter activity
AT3G01410	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT3G01420	heme binding	GO:0020037	9668.0	func	other binding
AT3G01430	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01435	transcription coregulator activity	GO:0003712	4446.0	func	transcription regulator activity
AT3G01440	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	GO:0045156	11013.0	func	catalytic activity
AT3G01450	microtubule binding	GO:0008017	3214.0	func	protein binding
AT3G01460	histone acetyltransferase activity	GO:0004402	2723.0	func	transferase activity
AT3G01470	DNA binding	GO:0003677	961.0	func	DNA binding
AT3G01480	peptidyl-prolyl cis-trans isomerase activity	GO:0003755	3623.0	func	catalytic activity
AT3G01490	ATP binding	GO:0005524	894.0	func	other binding | nucleotide binding
AT3G01500	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT3G01510	carbohydrate phosphatase activity	GO:0019203	9550.0	func	hydrolase activity
AT3G01513	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01516	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01520	AMP binding	GO:0016208	886.0	func	nucleotide binding | other binding
AT3G01530	sequence-specific DNA binding	GO:0043565	22416.0	func	DNA binding
AT3G01540	ATPase activity	GO:0016887	907.0	func	hydrolase activity
AT3G01550	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT3G01570	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01572	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01590	glucose-6-phosphate 1-epimerase activity	GO:0047938	16420.0	func	catalytic activity
AT3G01600	transcription regulatory region sequence-specific DNA binding	GO:0000976	35767.0	func	nucleic acid binding | DNA binding
AT3G01610	preribosome binding	GO:1990275	48076.0	func	other binding
AT3G01620	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT3G01640	poly(U) RNA binding	GO:0008266	3782.0	func	RNA binding
AT3G01650	protein binding	GO:0005515	3877.0	func	protein binding
AT3G01670	protein binding	GO:0005515	3877.0	func	protein binding
AT3G01680	protein self-association	GO:0043621	22766.0	func	protein binding
AT3G01690	protein binding	GO:0005515	3877.0	func	protein binding
AT3G01710	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01720	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT3G01730	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01740	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT3G01760	amino acid transmembrane transporter activity	GO:0015171	1511.0	func	transporter activity
AT3G01770	protein binding	GO:0005515	3877.0	func	protein binding
AT3G01780	protein binding	GO:0005515	3877.0	func	protein binding
AT3G01790	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT3G01800	ribosomal large subunit binding	GO:0043023	17745.0	func	other binding
AT3G01820	adenylate kinase activity	GO:0004017	1399.0	func	transferase activity | kinase activity
AT3G01830	calcium ion binding	GO:0005509	1755.0	func	other binding
AT3G01840	protein kinase activity	GO:0004672	3889.0	func	catalytic activity | transferase activity | kinase activity
AT3G01850	ribulose-phosphate 3-epimerase activity	GO:0004750	4070.0	func	catalytic activity
AT3G01860	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01870	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01880	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01890	DNA-binding transcription activator activity, RNA polymerase II-specific	GO:0001228	40764.0	func	DNA-binding transcription factor activity
AT3G01900	iron ion binding	GO:0005506	2918.0	func	other binding
AT3G01910	heme binding	GO:0020037	9668.0	func	other binding
AT3G01920	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT3G01940	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01960	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01961	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G01970	transcription factor binding	GO:0008134	4450.0	func	protein binding
AT3G01990	protein binding	GO:0005515	3877.0	func	protein binding
AT3G02000	protein binding	GO:0005515	3877.0	func	protein binding
AT3G02010	RNA binding	GO:0003723	1217.0	func	RNA binding
AT3G02020	aspartate kinase activity	GO:0004072	1615.0	func	kinase activity | transferase activity
AT3G02030	transferase activity, transferring acyl groups other than amino-acyl groups	GO:0016747	4465.0	func	transferase activity
AT3G02040	glycerophosphodiester phosphodiesterase activity	GO:0008889	2570.0	func	hydrolase activity
AT3G02050	potassium ion transmembrane transporter activity	GO:0015079	3807.0	func	transporter activity
AT3G02060	DNA helicase activity	GO:0003678	966.0	func	hydrolase activity | catalytic activity
AT3G02065	RNA binding	GO:0003723	1217.0	func	RNA binding
AT3G02070	thiol-dependent ubiquitin-specific protease activity	GO:0004843	4576.0	func	hydrolase activity | catalytic activity
AT3G02080	RNA binding	GO:0003723	1217.0	func	RNA binding
AT3G02090	zinc ion binding	GO:0008270	4661.0	func	other binding
AT3G02100	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT3G02110	serine-type carboxypeptidase activity	GO:0004185	4101.0	func	catalytic activity | hydrolase activity
AT3G02120	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02125	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02130	kinase activity	GO:0016301	2953.0	func	kinase activity
AT3G02140	protein binding	GO:0005515	3877.0	func	protein binding
AT3G02150	sequence-specific DNA binding	GO:0043565	22416.0	func	DNA binding
AT3G02160	protein heterodimerization activity	GO:0046982	15254.0	func	protein binding
AT3G02170	microtubule binding	GO:0008017	3214.0	func	protein binding
AT3G02180	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02230	UDP-arabinopyranose mutase activity	GO:0052691	38116.0	func	catalytic activity
AT3G02240	growth factor activity	GO:0008083	2623.0	func	signaling receptor binding
AT3G02250	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT3G02255	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02260	zinc ion binding	GO:0008270	4661.0	func	other binding
AT3G02270	translation initiation factor binding	GO:0031369	20930.0	func	protein binding
AT3G02280	FMN binding	GO:0010181	17729.0	func	other binding | nucleotide binding
AT3G02290	ubiquitin-protein transferase activity	GO:0004842	4573.0	func	catalytic activity | transferase activity
AT3G02310	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT3G02320	tRNA (guanine-N2-)-methyltransferase activity	GO:0004809	4338.0	func	catalytic activity | transferase activity
AT3G02330	protein binding	GO:0005515	3877.0	func	protein binding
AT3G02340	ubiquitin protein ligase activity	GO:0061630	45660.0	func	transferase activity | catalytic activity
AT3G02350	polygalacturonate 4-alpha-galacturonosyltransferase activity	GO:0047262	15838.0	func	transferase activity
AT3G02360	phosphogluconate dehydrogenase (decarboxylating) activity	GO:0004616	3693.0	func	catalytic activity | catalytic activity
AT3G02380	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT3G02390	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02400	sequence-specific DNA binding	GO:0043565	22416.0	func	DNA binding
AT3G02410	hydrolase activity	GO:0016787	2757.0	func	hydrolase activity
AT3G02420	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02430	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02440	O-acetyltransferase activity	GO:0016413	1171.0	func	transferase activity
AT3G02450	metalloendopeptidase activity	GO:0004222	3176.0	func	hydrolase activity | catalytic activity
AT3G02460	GTPase activator activity	GO:0005096	1042.0	func	enzyme regulator activity
AT3G02470	adenosylmethionine decarboxylase activity	GO:0004014	1395.0	func	catalytic activity
AT3G02480	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02490	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02500	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02520	protein phosphorylated amino acid binding	GO:0045309	11680.0	func	protein binding
AT3G02530	unfolded protein binding	GO:0051082	18978.0	func	protein binding
AT3G02540	polyubiquitin modification-dependent protein binding	GO:0031593	21832.0	func	protein binding
AT3G02555	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02560	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT3G02570	mannose-6-phosphate isomerase activity	GO:0004476	3146.0	func	catalytic activity
AT3G02580	oxidoreductase activity	GO:0016491	3460.0	func	catalytic activity
AT3G02590	C-5 sterol desaturase activity	GO:0000248	914.0	func	catalytic activity
AT3G02600	phosphatidate phosphatase activity	GO:0008195	3655.0	func	hydrolase activity
AT3G02610	acyl-[acyl-carrier-protein] desaturase activity	GO:0045300	11671.0	func	catalytic activity
AT3G02620	stearoyl-[acp] desaturase activity	GO:0102786	54667.0	func	catalytic activity
AT3G02630	acyl-[acyl-carrier-protein] desaturase activity	GO:0045300	11671.0	func	catalytic activity
AT3G02640	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02650	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT3G02660	tyrosine-tRNA ligase activity	GO:0004831	4563.0	func	catalytic activity
AT3G02670	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02673	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT3G02680	protein binding	GO:0005515	3877.0	func	protein binding
AT3G02700	protein binding	GO:0005515	3877.0	func	protein binding
AT3G02720	glyoxalase III activity	GO:0019172	8012.0	func	catalytic activity
AT3G02730	enzyme activator activity	GO:0008047	2266.0	func	enzyme regulator activity
AT3G02750	protein serine/threonine phosphatase activity	GO:0004722	3908.0	func	hydrolase activity | catalytic activity
AT3G02760	histidine-tRNA ligase activity	GO:0004821	2718.0	func	catalytic activity
AT3G02770	4-hydroxy-4-methyl-2-oxoglutarate aldolase activity	GO:0047443	15453.0	func	catalytic activity
AT3G02780	isopentenyl-diphosphate delta-isomerase activity	GO:0004452	2939.0	func	catalytic activity
AT3G02790	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT3G02800	protein tyrosine phosphatase activity	GO:0004725	3916.0	func	hydrolase activity | catalytic activity
AT3G02820	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT3G02830	DNA binding	GO:0003677	961.0	func	DNA binding
AT3G02850	outward rectifier potassium channel activity	GO:0015271	3454.0	func	transporter activity
AT3G02860	zinc ion binding	GO:0008270	4661.0	func	other binding
AT3G02870	L-galactose-1-phosphate phosphatase activity	GO:0010347	26752.0	func	hydrolase activity
AT3G02875	IAA-Phe conjugate hydrolase activity	GO:0010210	18476.0	func	hydrolase activity
AT3G02880	protein binding	GO:0005515	3877.0	func	protein binding
