	Genes	GO_term	GO_id	TAIR_id	GO_slim
8534	AT2G40435	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8535	AT2G40440	phosphatidylinositol phospholipase C activity	0004435	750.0	hydrolase activity
8536	AT2G40460	protein serine/threonine kinase activity	0004674	3907.0	catalytic activity | transferase activity | kinase activity
8537	AT2G40470	protein binding	0005515	3877.0	protein binding
8538	AT2G40475	protein binding	0005515	3877.0	protein binding
8539	AT2G40480	O-acetyltransferase activity	0016413	1171.0	transferase activity
8540	AT2G40490	O-acetyltransferase activity	0016413	1171.0	transferase activity
8541	AT2G40510	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8542	AT2G40520	protein serine/threonine phosphatase activity	0004722	3908.0	catalytic activity | hydrolase activity
8543	AT2G40530	GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity	0004377	2593.0	transferase activity
8544	AT2G40540	protein dimerization activity	0046983	15253.0	protein binding
8545	AT2G40550	sequence-specific DNA binding	0043565	22416.0	DNA binding
8546	AT2G40570	protein binding	0005515	3877.0	protein binding
8547	AT2G40590	transferase activity, transferring acyl groups other than amino-acyl groups	0016747	4465.0	transferase activity
8548	AT2G40600	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8549	AT2G40610	hydrolase activity, acting on ester bonds	0016788	2777.0	hydrolase activity
8550	AT2G40620	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8551	AT2G40630	ATP binding	0005524	894.0	nucleotide binding | other binding
8552	AT2G40640	ribosome binding	0043022	17747.0	other binding
8553	AT2G40650	ferroxidase activity	0004322	2354.0	catalytic activity
8554	AT2G40660	polygalacturonase activity	0004650	3789.0	hydrolase activity
8555	AT2G40670	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8556	AT2G40690	O-acetyltransferase activity	0016413	1171.0	transferase activity
8557	AT2G40700	protein binding	0005515	3877.0	protein binding
8558	AT2G40710	protein binding	0005515	3877.0	protein binding
8559	AT2G40711	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8560	AT2G40715	protein binding	0005515	3877.0	protein binding
8561	AT2G40720	oxidoreductase activity	0016491	3460.0	catalytic activity
8562	AT2G40730	protein binding	0005515	3877.0	protein binding
8563	AT2G40740	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8564	AT2G40750	endoribonuclease activity	0004521	2245.0	catalytic activity | nuclease activity
8565	AT2G40760	amino acid transmembrane transporter activity	0015171	1511.0	transporter activity
8566	AT2G40765	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8567	AT2G40770	sequence-specific DNA binding	0043565	22416.0	DNA binding
8568	AT2G40780	transmembrane transporter activity	0022857	27431.0	transporter activity
8569	AT2G40790	protein binding	0005515	3877.0	protein binding
8570	AT2G40800	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8571	AT2G40810	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8572	AT2G40815	uroporphyrinogen decarboxylase activity	0004853	4606.0	catalytic activity
8573	AT2G40820	protein kinase activity	0004672	3889.0	kinase activity | transferase activity | catalytic activity
8574	AT2G40830	mRNA binding	0003729	3091.0	RNA binding
8575	AT2G40840	nucleotidyltransferase activity	0016779	3397.0	transferase activity
8576	AT2G40850	hormone activity	0005179	2737.0	signaling receptor binding
8577	AT2G40860	potassium ion transmembrane transporter activity	0015079	3807.0	transporter activity
8578	AT2G40880	protein binding	0005515	3877.0	protein binding
8579	AT2G40890	ATP binding	0005524	894.0	other binding | nucleotide binding
8580	AT2G40900	tRNA A64-2'-O-ribosylphosphate transferase activity	0043399	21283.0	catalytic activity | transferase activity
8581	AT2G40910	ATP binding	0005524	894.0	nucleotide binding | other binding
8582	AT2G40920	mRNA binding	0003729	3091.0	RNA binding
8583	AT2G40925	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8584	AT2G40930	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8585	AT2G40935	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8586	AT2G40940	ubiquitin-protein transferase activity	0004842	4573.0	transferase activity | catalytic activity
8587	AT2G40950	phosphorelay response regulator activity	0000156	4542.0	other molecular functions
8588	AT2G40960	glycerol-3-phosphate dehydrogenase [NAD+] activity	0004367	2562.0	catalytic activity
8589	AT2G40970	RNA helicase activity	0003724	1221.0	catalytic activity | hydrolase activity
8590	AT2G40980	signaling receptor activity	0038023	38730.0	signaling receptor activity
8591	AT2G41000	RNA binding	0003723	1217.0	RNA binding
8592	AT2G41010	protein kinase activity	0004672	3889.0	transferase activity | kinase activity | catalytic activity
8593	AT2G41020	sequence-specific DNA binding	0043565	22416.0	DNA binding
8594	AT2G41040	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8595	AT2G41050	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8596	AT2G41060	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8597	AT2G41070	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8598	AT2G41080	translation initiation factor activity	0003743	4485.0	translation factor activity, RNA binding
8599	AT2G41082	protein disulfide isomerase activity	0003756	3881.0	catalytic activity
8600	AT2G41090	protein binding	0005515	3877.0	protein binding
8601	AT2G41100	phosphatidylinositol-3-phosphate binding	0032266	25082.0	lipid binding | other binding
8602	AT2G41105	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8603	AT2G41110	actin binding	0003779	1353.0	protein binding
8604	AT2G41120	ubiquitin protein ligase activity	0061630	45660.0	transferase activity | catalytic activity
8605	AT2G41130	4-alpha-glucanotransferase activity	0004134	837.0	transferase activity | catalytic activity
8606	AT2G41140	1-phosphatidylinositol 4-kinase activity	0004430	746.0	kinase activity | transferase activity
8607	AT2G41150	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8608	AT2G41160	cysteine-type endopeptidase inhibitor activity	0004869	2037.0	enzyme regulator activity
8609	AT2G41170	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	0016709	3497.0	catalytic activity
8610	AT2G41180	L-glutamine transmembrane transporter activity	0015186	2532.0	transporter activity
8611	AT2G41190	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8612	AT2G41200	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8613	AT2G41210	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8614	AT2G41220	thiol-dependent ubiquitin-specific protease activity	0004843	4576.0	hydrolase activity | catalytic activity
8615	AT2G41231	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8616	AT2G41240	protein binding	0005515	3877.0	protein binding
8617	AT2G41250	transcription regulatory region sequence-specific DNA binding	0000976	35767.0	DNA binding | nucleic acid binding
8618	AT2G41260	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8619	AT2G41280	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8620	AT2G41290	protein-cysteine S-palmitoyltransferase activity	0019706	9634.0	transferase activity | catalytic activity
8621	AT2G41300	protein binding	0005515	3877.0	protein binding
8622	AT2G41310	ribonucleoprotein complex binding	0043021	17744.0	other binding
8623	AT2G41330	methyltransferase activity	0008168	3208.0	transferase activity
8624	AT2G41340	mRNA binding	0003729	3091.0	RNA binding
8625	AT2G41342	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8626	AT2G41350	zinc ion binding	0008270	4661.0	other binding
8627	AT2G41355	calcium ion binding	0005509	1755.0	other binding
8628	AT2G41370	calcium ion binding	0005509	1755.0	other binding
8629	AT2G41380	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8630	AT2G41410	protein binding	0005515	3877.0	protein binding
8631	AT2G41420	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8632	AT2G41430	calmodulin-dependent protein kinase activity	0004683	1785.0	kinase activity | catalytic activity | transferase activity
8633	AT2G41440	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
8634	AT2G41445	serine-type endopeptidase activity	0004252	4112.0	catalytic activity | hydrolase activity
8635	AT2G41450	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8636	AT2G41451	protein binding	0005515	3877.0	protein binding
8637	AT2G41460	amino acid transmembrane transporter activity	0015171	1511.0	transporter activity
8638	AT2G41475	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8639	AT2G41480	1-phosphatidylinositol-4-phosphate 5-kinase activity	0016308	749.0	transferase activity | kinase activity
8640	AT2G41490	oxidoreductase activity	0016491	3460.0	catalytic activity
8641	AT2G41500	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8642	AT2G41505	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8643	AT2G41510	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8644	AT2G41515	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8645	AT2G41520	phosphorelay response regulator activity	0000156	4542.0	other molecular functions
8646	AT2G41530	protein disulfide oxidoreductase activity	0015035	3882.0	catalytic activity
8647	AT2G41540	DNA-directed 5'-3' RNA polymerase activity	0003899	992.0	catalytic activity | transferase activity
8648	AT2G41550	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8649	AT2G41560	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8650	AT2G41590	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8651	AT2G41600	protein binding	0005515	3877.0	protein binding
8652	AT2G41610	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8653	AT2G41620	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8654	AT2G41630	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8655	AT2G41640	calcium ion binding	0005509	1755.0	other binding
8656	AT2G41650	protein binding	0005515	3877.0	protein binding
8657	AT2G41660	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8658	AT2G41670	N-acetyltransferase activity	0008080	1124.0	transferase activity
8659	AT2G41680	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
8660	AT2G41690	phosphodiesterase I activity	0004528	3683.0	nuclease activity | hydrolase activity
8661	AT2G41700	transcription regulatory region sequence-specific DNA binding	0000976	35767.0	DNA binding | nucleic acid binding
8662	AT2G41705	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8663	AT2G41710	protein binding	0005515	3877.0	protein binding | protein binding
8664	AT2G41720	heme binding	0020037	9668.0	other binding
8665	AT2G41730	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	0008963	3679.0	transferase activity
8666	AT2G41740	U4 snRNA binding	0030621	11442.0	RNA binding
8667	AT2G41750	cytokinin dehydrogenase activity	0019139	8445.0	catalytic activity
8668	AT2G41760	S-formylglutathione hydrolase activity	0018738	8088.0	hydrolase activity
8669	AT2G41770	glycerol-3-phosphate dehydrogenase [NAD+] activity	0004367	2562.0	catalytic activity
8670	AT2G41780	calcium transmembrane transporter activity, phosphorylative mechanism	0005388	1776.0	transporter activity
8671	AT2G41790	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8672	AT2G41800	mRNA binding	0003729	3091.0	RNA binding
8673	AT2G41810	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8674	AT2G41820	structural constituent of nuclear pore	0017056	4268.0	structural molecule activity
8675	AT2G41830	protein binding	0005515	3877.0	protein binding
8676	AT2G41835	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
8677	AT2G41840	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8678	AT2G41850	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8679	AT2G41870	GTPase activity	0003924	1041.0	hydrolase activity
8680	AT2G41880	protein binding	0005515	3877.0	protein binding
8681	AT2G41890	protein binding	0005515	3877.0	protein binding
8682	AT2G41900	ATPase-coupled transmembrane transporter activity	0042626	14104.0	transporter activity
8683	AT2G41905	fluoride transmembrane transporter activity	1903425	46709.0	transporter activity
8684	AT2G41940	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8685	AT2G41945	structural constituent of ribosome	0003735	4271.0	structural molecule activity
8686	AT2G41950	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8687	AT2G41960	mRNA binding	0003729	3091.0	RNA binding
8688	AT2G41980	tRNA-uridine aminocarboxypropyltransferase activity	0016432	4360.0	catalytic activity | transferase activity
8689	AT2G41990	protein-N-terminal glutamine amidohydrolase activity	0070773	32481.0	hydrolase activity
8690	AT2G42010	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
8691	AT2G42030	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8692	AT2G42040	metalloendopeptidase activity	0004222	3176.0	hydrolase activity | catalytic activity
8693	AT2G42060	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8694	AT2G42070	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8695	AT2G42080	transmembrane receptor protein tyrosine kinase activity	0004714	4496.0	signaling receptor activity | kinase activity | catalytic activity | transferase activity
8696	AT2G42090	zinc ion binding	0008270	4661.0	other binding
8697	AT2G42110	mRNA binding	0003729	3091.0	RNA binding
8698	AT2G42120	polygalacturonase activity	0004650	3789.0	hydrolase activity
8699	AT2G42130	calmodulin binding	0005516	1783.0	protein binding
8700	AT2G42140	kinase binding	0019900	9732.0	protein binding
8701	AT2G42150	guanylate kinase activity	0004385	2638.0	transferase activity | kinase activity
8702	AT2G42160	protein serine/threonine kinase activity	0004674	3907.0	transferase activity | catalytic activity | kinase activity
8703	AT2G42170	protein binding	0005515	3877.0	protein binding
8704	AT2G42180	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8705	AT2G42190	ATP binding	0005524	894.0	nucleotide binding | other binding
8706	AT2G42200	protein kinase activity	0004672	3889.0	kinase activity | catalytic activity | transferase activity
8707	AT2G42210	ATP binding	0005524	894.0	other binding | nucleotide binding
8708	AT2G42220	protein binding	0005515	3877.0	protein binding
8709	AT2G42230	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8710	AT2G42240	protein tyrosine kinase activity	0004713	3915.0	catalytic activity | kinase activity | transferase activity
8711	AT2G42250	zinc ion binding	0008270	4661.0	other binding
8712	AT2G42260	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8713	AT2G42270	zinc ion binding	0008270	4661.0	other binding
8714	AT2G42280	neutral amino acid transmembrane transporter activity	0015175	3323.0	transporter activity
8715	AT2G42290	protein binding	0005515	3877.0	protein binding
8716	AT2G42300	ubiquitin protein ligase activity	0061630	45660.0	transferase activity | catalytic activity
8717	AT2G42310	FAD diphosphatase activity	0047884	16246.0	hydrolase activity
8718	AT2G42320	protein binding	0005515	3877.0	protein binding
8719	AT2G42330	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8720	AT2G42340	DNA binding	0003677	961.0	DNA binding
8721	AT2G42350	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8722	AT2G42360	ubiquitin-protein transferase activity	0004842	4573.0	transferase activity | catalytic activity
8723	AT2G42370	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8724	AT2G42380	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8725	AT2G42390	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8726	AT2G42395	protein homodimerization activity	0042803	15211.0	protein binding
8727	AT2G42400	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8728	AT2G42450	mRNA binding	0003729	3091.0	RNA binding
8729	AT2G42470	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	0016709	3497.0	catalytic activity
8730	AT2G42480	protein binding	0005515	3877.0	protein binding
8731	AT2G42490	RNA binding	0003723	1217.0	RNA binding
8732	AT2G42500	protein dimerization activity	0046983	15253.0	protein binding
8733	AT2G42510	ATP binding	0005524	894.0	nucleotide binding | other binding
8734	AT2G42520	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8735	AT2G42530	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8736	AT2G42540	protein binding	0005515	3877.0	protein binding
8737	AT2G42560	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8738	AT2G42570	ubiquitin-protein transferase activity	0004842	4573.0	transferase activity | catalytic activity
8739	AT2G42580	DNA binding	0003677	961.0	DNA binding
8740	AT2G42590	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8741	AT2G42600	sequence-specific DNA binding	0043565	22416.0	DNA binding
8742	AT2G42610	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8743	AT2G42620	promoter-specific chromatin binding	1990841	50519.0	chromatin binding
8744	AT2G42640	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8745	AT2G42650	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8746	AT2G42670	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8747	AT2G42680	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8748	AT2G42690	copper ion binding	0005507	1990.0	other binding
8749	AT2G42700	protein binding	0005515	3877.0	protein binding
8750	AT2G42710	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8751	AT2G42720	mRNA binding	0003729	3091.0	RNA binding
8752	AT2G42730	galactose binding	0005534	2415.0	other binding | carbohydrate binding
8753	AT2G42740	lipid binding	0008289	3020.0	lipid binding
8754	AT2G42750	protein kinase activity	0004672	3889.0	transferase activity | kinase activity | catalytic activity
8755	AT2G42760	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8756	AT2G42770	O-acetyltransferase activity	0016413	1171.0	transferase activity
8757	AT2G42780	protein binding	0005515	3877.0	protein binding
8758	AT2G42790	protein phosphorylated amino acid binding	0045309	11680.0	protein binding
8759	AT2G42800	phosphoenolpyruvate carboxylase activity	0008964	3686.0	catalytic activity
8760	AT2G42810	protein binding	0005515	3877.0	protein binding
8761	AT2G42820	ATP binding	0005524	894.0	nucleotide binding | other binding
8762	AT2G42830	RNA binding	0003723	1217.0	RNA binding
8763	AT2G42840	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8764	AT2G42850	cysteine dioxygenase activity	0017172	8359.0	catalytic activity
8765	AT2G42860	mRNA binding	0003729	3091.0	RNA binding
8766	AT2G42865	phospholipase A1 activity	0008970	3703.0	hydrolase activity
8767	AT2G42870	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8768	AT2G42880	RNA binding	0003723	1217.0	RNA binding
8769	AT2G42890	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8770	AT2G42900	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8771	AT2G42910	protein binding	0005515	3877.0	protein binding
8772	AT2G42920	iron ion binding	0005506	2918.0	other binding
8773	AT2G42930	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8774	AT2G42940	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8775	AT2G42950	citrate (Si)-synthase activity	0004108	1942.0	transferase activity
8776	AT2G42955	protein serine/threonine phosphatase activity	0004722	3908.0	hydrolase activity | catalytic activity
8777	AT2G42960	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8778	AT2G42975	protein binding	0005515	3877.0	protein binding
8779	AT2G42980	heme binding	0020037	9668.0	other binding
8780	AT2G42990	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8781	AT2G43000	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8782	AT2G43010	protein homodimerization activity	0042803	15211.0	protein binding
8783	AT2G43020	ATP binding	0005524	894.0	nucleotide binding | other binding
8784	AT2G43030	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8785	AT2G43040	RNA binding	0003723	1217.0	RNA binding
8786	AT2G43050	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8787	AT2G43060	magnesium ion binding	0000287	3101.0	other binding
8788	AT2G43070	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8789	AT2G43080	protein binding	0005515	3877.0	protein binding
8790	AT2G43090	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8791	AT2G43100	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8792	AT2G43110	aspartic-type endopeptidase activity	0004190	1621.0	catalytic activity | hydrolase activity
8793	AT2G43120	hydrolase activity, acting on ester bonds	0016788	2777.0	hydrolase activity
8794	AT2G43130	DNA binding	0003677	961.0	DNA binding
8795	AT2G43140	protein binding	0005515	3877.0	protein binding
8796	AT2G43150	oxidoreductase activity	0016491	3460.0	catalytic activity
8797	AT2G43160	mRNA binding	0003729	3091.0	RNA binding
8798	AT2G43180	calmodulin binding	0005516	1783.0	protein binding
8799	AT2G43190	pectinesterase inhibitor activity	0046910	14197.0	enzyme regulator activity
8800	AT2G43200	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8801	AT2G43210	aspartic-type endopeptidase activity	0004190	1621.0	hydrolase activity | catalytic activity
8802	AT2G43230	procollagen-proline 4-dioxygenase activity	0004656	3833.0	catalytic activity
8803	AT2G43235	3-isopropylmalate dehydratase activity	0003861	820.0	catalytic activity
8804	AT2G43240	3-isopropylmalate dehydratase activity	0003861	820.0	catalytic activity
8805	AT2G43250	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8806	AT2G43255	protein binding	0005515	3877.0	protein binding
8807	AT2G43260	GTPase activity	0003924	1041.0	hydrolase activity
8808	AT2G43261	protein dimerization activity	0046983	15253.0	protein binding
8809	AT2G43270	structural constituent of cell wall	0005199	1879.0	structural molecule activity
8810	AT2G43280	clathrin binding	0030276	8599.0	protein binding
8811	AT2G43290	catalytic activity	0003824	2265.0	catalytic activity
8812	AT2G43310	ribonuclease P activity	0004526	4053.0	nuclease activity | catalytic activity
8813	AT2G43320	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8814	AT2G43330	protein binding	0005515	3877.0	protein binding
8815	AT2G43340	protein tyrosine kinase activity	0004713	3915.0	transferase activity | kinase activity | catalytic activity
8816	AT2G43350	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8817	AT2G43360	sialic acid transmembrane transporter activity	0015136	4133.0	transporter activity
8818	AT2G43370	diacylglycerol O-acyltransferase activity	0004144	2123.0	transferase activity
8819	AT2G43400	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8820	AT2G43410	calcium ion binding	0005509	1755.0	other binding
8821	AT2G43420	5S rRNA binding	0008097	862.0	RNA binding
8822	AT2G43430	carbohydrate transmembrane transporter activity	0015144	1797.0	transporter activity
8823	AT2G43440	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8824	AT2G43445	peroxidase activity	0004601	3626.0	catalytic activity
8825	AT2G43460	2 iron, 2 sulfur cluster binding	0051537	21610.0	other binding
8826	AT2G43465	protein binding	0005515	3877.0	protein binding
8827	AT2G43470	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8828	AT2G43480	electron transfer activity	0009055	2223.0	catalytic activity
8829	AT2G43490	RNA binding	0003723	1217.0	RNA binding
8830	AT2G43500	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	0016616	3546.0	catalytic activity
8831	AT2G43510	zinc ion binding	0008270	4661.0	other binding
8832	AT2G43520	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8833	AT2G43530	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8834	AT2G43535	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8835	AT2G43540	structural constituent of ribosome	0003735	4271.0	structural molecule activity
8836	AT2G43550	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8837	AT2G43560	peroxidase activity	0004601	3626.0	catalytic activity
8838	AT2G43570	Rab GTPase binding	0017137	8668.0	protein binding
8839	AT2G43580	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8840	AT2G43590	serine-type endopeptidase inhibitor activity	0004867	4104.0	enzyme regulator activity
8841	AT2G43610	serine-type endopeptidase inhibitor activity	0004867	4104.0	enzyme regulator activity
8842	AT2G43620	sodium channel inhibitor activity	0019871	9883.0	other molecular functions
8843	AT2G43630	sodium channel inhibitor activity	0019871	9883.0	other molecular functions
8844	AT2G43640	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8845	AT2G43650	sodium channel inhibitor activity	0019871	9883.0	other molecular functions
8846	AT2G43680	peptidyl-prolyl cis-trans isomerase activity	0003755	3623.0	catalytic activity
8847	AT2G43690	chitinase activity	0004568	1902.0	hydrolase activity
8848	AT2G43700	chitinase activity	0004568	1902.0	hydrolase activity
8849	AT2G43710	chitinase activity	0004568	1902.0	hydrolase activity
8850	AT2G43720	chitinase activity	0004568	1902.0	hydrolase activity
8851	AT2G43745	chitinase activity	0004568	1902.0	hydrolase activity
8852	AT2G43750	chitinase activity	0004568	1902.0	hydrolase activity
8853	AT2G43760	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8854	AT2G43770	endoplasmic reticulum signal peptide binding	0030942	18600.0	other binding
8855	AT2G43780	protein binding	0005515	3877.0	protein binding
8856	AT2G43790	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8857	AT2G43800	transmembrane receptor protein serine/threonine kinase activity	0004675	4493.0	transferase activity | kinase activity | signaling receptor activity | catalytic activity
8858	AT2G43810	kinase activity	0016301	2953.0	kinase activity
8859	AT2G43820	acyl-[acyl-carrier-protein] desaturase activity	0045300	11671.0	catalytic activity
8860	AT2G43840	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8861	AT2G43850	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8862	AT2G43870	pyridoxal phosphate binding	0030170	8613.0	other binding
8863	AT2G43880	molybdopterin synthase activity	0030366	9601.0	transferase activity
8864	AT2G43900	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8865	AT2G43910	protein binding	0005515	3877.0	protein binding
8866	AT2G43920	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8867	AT2G43930	actin binding	0003779	1353.0	protein binding
8868	AT2G43940	mRNA binding	0003729	3091.0	RNA binding
8869	AT2G43945	UDP-glucose:4-aminobenzoate acylglucosyltransferase activity	0080002	29794.0	transferase activity
8870	AT2G43950	UDP-glucosyltransferase activity	0035251	19266.0	transferase activity
8871	AT2G43970	protein serine/threonine/tyrosine kinase activity	0004712	3912.0	kinase activity | catalytic activity | transferase activity
8872	AT2G43980	polygalacturonase activity	0004650	3789.0	hydrolase activity
8873	AT2G43990	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8874	AT2G44000	polygalacturonase activity	0004650	3789.0	hydrolase activity
8875	AT2G44010	polygalacturonase activity	0004650	3789.0	hydrolase activity
8876	AT2G44020	polygalacturonase activity	0004650	3789.0	hydrolase activity
8877	AT2G44040	inositol-1,4,5-trisphosphate 5-phosphatase activity	0052658	35874.0	hydrolase activity
8878	AT2G44050	thiol S-methyltransferase activity	0018708	8544.0	transferase activity
8879	AT2G44060	thiol S-methyltransferase activity	0018708	8544.0	transferase activity
8880	AT2G44065	protein kinase activity	0004672	3889.0	catalytic activity | transferase activity | kinase activity
8881	AT2G44070	thiol S-methyltransferase activity	0018708	8544.0	transferase activity
8882	AT2G44080	ion channel activity	0005216	2912.0	transporter activity
8883	AT2G44090	RNA binding	0003723	1217.0	RNA binding
8884	AT2G44100	mRNA binding	0003729	3091.0	RNA binding
8885	AT2G44110	inositol tetrakisphosphate 1-kinase activity	0047325	15923.0	kinase activity | transferase activity
8886	AT2G44120	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8887	AT2G44130	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8888	AT2G44140	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8889	AT2G44150	double-stranded DNA binding	0003690	2198.0	DNA binding
8890	AT2G44160	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8891	AT2G44180	NADPH binding	0070402	31499.0	other binding | nucleotide binding
8892	AT2G44190	protein binding	0005515	3877.0	protein binding
